,Address.AddressLine1,Address.AddressLine2,Address.City,Address.County,Address.FormattedAddress,Address.PostalCode,Address.Subdivision,ID,Name,Store.StoreDistrictID,Store.StoreGroupID,Store.StoreRegionID,Store.AnnualSales,Store.OperatingExpenses,Store.CostOfGoodsSold,AllCapability,Latitude,Longitude
1312,4848 County Road 101,,Minnetonka,Hennepin,"4848 County Road 101, Minnetonka, MN 55345-2635",55345-2635,MN,1356,Minnetonka,101,199,100,6435039,1320673,2400060,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",44.92,-93.48
1313,3601 Highway 100 S,,St Louis Park,Hennepin,"3601 Highway 100 S, St Louis Park, MN 55416-2500",55416-2500,MN,260,St Louis Park,101,199,100,5921711,2473621,2823871,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",44.95,-93.34
1314,1744 Suburban Ave,,Saint Paul,Ramsey,"1744 Suburban Ave, Saint Paul, MN 55106-6619",55106-6619,MN,68,East St Paul,102,199,100,5859846,1949756,2037937,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",44.94,-93.05
1315,525 S Gear Ave,,West Burlington,Des Moines,"525 S Gear Ave, West Burlington, IA 52655-1031",52655-1031,IA,860,Burlington,127,196,100,5244478,1534153,2764233,"['Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",40.85,-91.21
1316,8900 Highway 7,,Minneapolis,Hennepin,"8900 Highway 7, Minneapolis, MN 55426-3919",55426-3919,MN,2189,Knollwood,101,199,100,8625158,1070963,2156073,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Deli', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",44.96,-93.38
1317,2500 E Lake St,,Minneapolis,Hennepin,"2500 E Lake St, Minneapolis, MN 55406-1909",55406-1909,MN,52,Lake Street,126,199,100,6700384,2009387,2420211,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",44.94,-93.22
1318,1300 University Ave W,,Saint Paul,Ramsey,"1300 University Ave W, Saint Paul, MN 55104-4103",55104-4103,MN,2229,St Paul Midway,102,199,100,6645703,2074512,2307957,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",44.96,-93.17
1319,1300 W Lake St,,Minneapolis,Hennepin,"1300 W Lake St, Minneapolis, MN 55408-2793",55408-2793,MN,3239,Minneapolis Uptown,101,199,100,5752797,1576933,2720198,"['CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",44.94,-93.29
1320,2401 Coulee Rd,,Hudson,St. Croix,"2401 Coulee Rd, Hudson, WI 54016-2183",54016-2183,WI,1235,Hudson,102,199,100,7202727,2187540,2355000,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",45.0,-92.7
1321,900 Nicollet Mall,,Minneapolis,Hennepin,"900 Nicollet Mall, Minneapolis, MN 55403-2530",55403-2530,MN,1375,Mpls Nicollet Mall,126,199,100,8580518,1650788,3730721,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Fresh Grocery', 'In-Store Apple Store', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",44.97,-93.29
1322,1329 5th St SE,,Minneapolis,Hennepin,"1329 5th St SE, Minneapolis, MN 55414-1390",55414-1390,MN,3200,Minneapolis Dinkytown,126,199,100,5187420,1067189,2782935,"['Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk']",44.98,-93.23
1323,13201 Ridgedale Dr,,Minnetonka,Hennepin,"13201 Ridgedale Dr, Minnetonka, MN 55305-1809",55305-1809,MN,100,Ridgedale,101,199,100,6945633,1230967,3780417,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",44.95,-93.43
1324,7900 32nd St N,,Oakdale,Washington,"7900 32nd St N, Oakdale, MN 55128-4054",55128-4054,MN,2135,Oakdale,126,199,100,6370067,2329648,3108364,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",44.99,-92.96
1325,1650 New Brighton Blvd,,Minneapolis,Hennepin,"1650 New Brighton Blvd, Minneapolis, MN 55413-1643",55413-1643,MN,1095,Minneapolis NE,126,199,100,6594214,1544042,2625449,"['Accepts WIC', 'Beauty Concierge', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.0,-93.24
1326,1515 County Road B W,,Roseville,Ramsey,"1515 County Road B W, Roseville, MN 55113-6005",55113-6005,MN,2101,Roseville T1,126,199,100,7481389,1338769,2967488,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.01,-93.16
1327,2199 Hwy 36 E,,North Saint Paul,Ramsey,"2199 Hwy 36 E, North Saint Paul, MN 55109-2215",55109-2215,MN,1185,North St Paul,126,199,100,7801347,1500118,3145735,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk']",45.02,-93.03
1328,2021 Market Dr,,Stillwater,Washington,"2021 Market Dr, Stillwater, MN 55082-7546",55082-7546,MN,931,Stillwater,102,199,100,5773330,1268122,3282081,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.1,-92.8
1329,4175 Vinewood Ln N,,Plymouth,Hennepin,"4175 Vinewood Ln N, Plymouth, MN 55442-2624",55442-2624,MN,664,Plymouth,131,199,100,7619223,1726458,2551073,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",45.05,-93.43
1330,975 County Road E,,Vadnais Heights,Ramsey,"975 County Road E, Vadnais Heights, MN 55127-7114",55127-7114,MN,751,Vadnais Heights,126,199,100,5291638,1029501,3200121,"['Accepts WIC', 'CVS pharmacy', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.08,-93.09
1331,3800 Lexington Ave N,,Shoreview,Ramsey,"3800 Lexington Ave N, Shoreview, MN 55126-2916",55126-2916,MN,619,Shoreview,126,199,100,7501368,2414215,2576274,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",45.08,-93.14
1332,5537 W Broadway Ave,,Crystal,Hennepin,"5537 W Broadway Ave, Crystal, MN 55428-3507",55428-3507,MN,3,Crystal,131,199,100,8263420,1007893,2139540,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.06,-93.38
1333,3649 S Hastings Way,,Eau Claire,Eau Claire,"3649 S Hastings Way, Eau Claire, WI 54701-8182",54701-8182,WI,1774,Eau Claire,111,196,100,7462649,2131813,2490595,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'CafÈ', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",44.7,-91.5
1334,755 53rd Ave NE,,Fridley,Anoka,"755 53rd Ave NE, Fridley, MN 55421-1240",55421-1240,MN,2200,Fridley,126,199,100,7335818,1835964,2804835,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.05,-93.25
1335,300 Clydesdale Trl,,Medina,Hennepin,"300 Clydesdale Trl, Medina, MN 55340-4538",55340-4538,MN,2223,Medina,131,199,100,6318127,1644364,2068670,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'In-Store Apple Store', 'Mobile Kiosk', 'Starbucks']",45.08,-93.58
1336,6100 Shingle Creek Pkwy,,Brooklyn Center,Hennepin,"6100 Shingle Creek Pkwy, Brooklyn Center, MN 55430-2110",55430-2110,MN,240,Brooklyn Center,131,199,100,8245167,2432389,3595031,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab']",45.06,-93.3
1337,1370 Highway 15 S,,Hutchinson,McLeod,"1370 Highway 15 S, Hutchinson, MN 55350-3801",55350-3801,MN,1210,Hutchinson,131,199,100,5120628,1415444,3322144,"['CVS pharmacy', 'CafÈ', 'Photo Lab', 'Starbucks']",44.9,-94.4
1338,7535 W Broadway Ave,,Brooklyn Park,Hennepin,"7535 W Broadway Ave, Brooklyn Park, MN 55428-1287",55428-1287,MN,693,Brooklyn Park,131,199,100,6108089,1848817,2462375,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.06,-93.38
1339,8600 Springbrook Dr NW,,Coon Rapids,Anoka,"8600 Springbrook Dr NW, Coon Rapids, MN 55433-6033",55433-6033,MN,820,Northtown,124,199,100,7648615,2016336,3977556,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",45.16,-93.32
1340,15300 Grove Circle N,,Maple Grove,Hennepin,"15300 Grove Circle N, Maple Grove, MN 55369-4469",55369-4469,MN,2193,Maple Grove North,131,199,100,5691552,1499325,2062360,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', ""D'Amico & Sons Italian Kitchen"", 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.13,-93.46
1341,1500 109th Ave NE,,Blaine,Anoka,"1500 109th Ave NE, Blaine, MN 55449-4670",55449-4670,MN,1832,Blaine,124,199,100,8610249,1681060,3115495,"['Accepts WIC', 'Bakery', 'Beauty Concierge', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.17,-93.19
1342,749 Apollo Dr,,Lino Lakes,Anoka,"749 Apollo Dr, Lino Lakes, MN 55014-3035",55014-3035,MN,1448,Lino Lakes,124,199,100,8258328,2003832,2892485,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",45.19,-93.13
1343,11990 Business Park Blvd N,,Champlin,Hennepin,"11990 Business Park Blvd N, Champlin, MN 55316-2005",55316-2005,MN,1831,Champlin,124,199,100,5699179,1274644,3297640,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.18,-93.38
1344,3300 124th Ave NW,,Coon Rapids,Anoka,"3300 124th Ave NW, Coon Rapids, MN 55433-3805",55433-3805,MN,1144,Coon Rapids,124,199,100,8967940,1746182,3341784,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.16,-93.32
1345,2000 Bunker Lake Blvd NW,,Andover,Anoka,"2000 Bunker Lake Blvd NW, Andover, MN 55304-4014",55304-4014,MN,2025,Andover,124,199,100,7055800,1229937,3017765,"['CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.3,-93.3
1346,21615 S Diamond Lake Rd,,Rogers,Hennepin,"21615 S Diamond Lake Rd, Rogers, MN 55374-8893",55374-8893,MN,1456,Rogers,124,199,100,6108950,1576730,3904077,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'CafÈ', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.18,-93.59
1347,1300 State Highway 55 NE,,Buffalo,Wright,"1300 State Highway 55 NE, Buffalo, MN 55313-4321",55313-4321,MN,861,Buffalo,131,199,100,8304827,1389577,3448687,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.2,-93.8
1348,1071 W Carl Sandburg Dr,,Galesburg,Knox,"1071 W Carl Sandburg Dr, Galesburg, IL 61401-1343",61401-1343,IL,891,Galesburg,127,196,100,5854700,2052078,3581021,"['CVS pharmacy', 'CafÈ']",40.9,-90.4
1349,201 Junction Rd,,Madison,Dane,"201 Junction Rd, Madison, WI 53717-2615",53717-2615,WI,1060,Madison West,146,196,100,7957208,2380051,3028222,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",43.07,-89.52
1350,6321 McKee Rd,,Fitchburg,Dane,"6321 McKee Rd, Fitchburg, WI 53719-5017",53719-5017,WI,2106,Fitchburg,146,196,100,6488101,2347316,3961695,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'CafÈ', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",43.03,-89.5
1351,356 12th St SW,,Forest Lake,Washington,"356 12th St SW, Forest Lake, MN 55025-1749",55025-1749,MN,1244,Forest Lake,124,199,100,7743987,1891501,3700935,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",45.3,-93.0
1352,750 Hilldale Way,,Madison,Dane,"750 Hilldale Way, Madison, WI 53705-2644",53705-2644,WI,2765,Madison Hilldale,146,196,100,5495915,1765251,3502181,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",43.07,-89.46
1353,15800 87th St NE,,Otsego,Wright,"15800 87th St NE, Otsego, MN 55330-6546",55330-6546,MN,2456,Otsego,124,199,100,5569447,1742150,2265329,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",45.3,-93.6
1354,1447 E 7th St,,Monticello,Wright,"1447 E 7th St, Monticello, MN 55362-4666",55362-4666,MN,2180,Monticello,114,199,100,7677152,2347714,2938727,"['Accepts WIC', 'Bakery', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target']",45.3,-93.8
1355,4301 Lien Rd,,Madison,Dane,"4301 Lien Rd, Madison, WI 53704-3608",53704-3608,WI,1069,Madison East,146,196,100,8305789,1157163,3700785,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",43.13,-89.35
1356,660 S Grand Ave,,Sun Prairie,Dane,"660 S Grand Ave, Sun Prairie, WI 53590-9832",53590-9832,WI,2491,Sun Prairie,146,196,100,7243235,2310623,3720157,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",43.2,-89.2
1357,1021 Highline Pl,,Sioux Falls,Minnehaha,"1021 Highline Pl, Sioux Falls, SD 57110",57110,SD,2540,Sioux Falls East,143,197,100,5801947,1312779,3112941,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",43.51,-96.66
1358,2505 1st St S,,Willmar,Kandiyohi,"2505 1st St S, Willmar, MN 56201-4215",56201-4215,MN,661,Willmar,131,199,100,7057384,1707139,2161200,"['CVS pharmacy', 'CafÈ', 'Mobile Kiosk', 'Photo Lab']",45.1,-95.0
1359,3600 S Louise Ave,,Sioux Falls,Minnehaha,"3600 S Louise Ave, Sioux Falls, SD 57106-6326",57106-6326,SD,76,Sioux Falls,143,197,100,6971254,2013866,3363922,"['Accepts WIC', 'Beer Available', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab']",43.5,-96.83
1360,1708 N Central Ave,,Marshfield,Wood,"1708 N Central Ave, Marshfield, WI 54449-1514",54449-1514,WI,805,Marshfield,146,196,100,5854989,1383380,2455230,"['Starbucks', 'Wine, Beer, & Spirits Available']",44.6,-90.2
1361,215 Balsam St N,,Cambridge,Isanti,"215 Balsam St N, Cambridge, MN 55008-5814",55008-5814,MN,1303,Cambridge,124,199,100,7962403,2314883,2403316,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Drive Up', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab']",45.6,-93.3
1362,9833 N Alpine Rd,,Machesney Park,Winnebago,"9833 N Alpine Rd, Machesney Park, IL 61115-1681",61115-1681,IL,1799,Machesney Park,150,196,100,8750371,1557907,3526243,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Wine, Beer, & Spirits Available']",42.36,-89.02
1363,2017 Humes Rd,,Janesville,Rock,"2017 Humes Rd, Janesville, WI 53545-0204",53545-0204,WI,809,Janesville,146,196,100,6929934,1417438,2227728,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",42.73,-89.05
1364,6560 E State St,,Rockford,Winnebago,"6560 E State St, Rockford, IL 61108-2545",61108-2545,IL,810,Rockford,150,196,100,5816026,2340576,2396723,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Wine & Beer Available']",42.26,-89.0
1365,125 Lincoln Ave SE,,Saint Cloud,Benton,"125 Lincoln Ave SE, Saint Cloud, MN 56304-0823",56304-0823,MN,930,St Cloud East,114,199,100,5867432,1387434,3982810,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",45.5,-94.1
1366,4201 W Division St,,Saint Cloud,Stearns,"4201 W Division St, Saint Cloud, MN 56301-6601",56301-6601,MN,215,St Cloud,114,199,100,8298423,2025942,2739062,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",45.5,-94.2
1367,5300 US Highway 10 E,,Stevens Point,Portage,"5300 US Highway 10 E, Stevens Point, WI 54482-8551",54482-8551,WI,806,Stevens Point,146,196,100,7142560,2004629,2767263,,44.5,-89.5
1368,5001 N Big Hollow Rd,,Peoria,Peoria,"5001 N Big Hollow Rd, Peoria, IL 61615-3538",61615-3538,IL,871,Peoria,147,194,100,7155755,2385514,3757252,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks']",40.77,-89.65
1369,4370 Venture Dr,,Peru,La Salle,"4370 Venture Dr, Peru, IL 61354-1013",61354-1013,IL,929,Peru,147,194,100,8751412,1497311,2565781,"['CVS pharmacy', 'CafÈ', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.3,-89.1
1370,480 W Washington St,,East Peoria,Tazewell,"480 W Washington St, East Peoria, IL 61611-2445",61611-2445,IL,2824,East Peoria,147,194,100,6300363,1345417,3880125,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",40.7,-89.5
1371,2555 Sycamore Rd,,Dekalb,Dekalb,"2555 Sycamore Rd, Dekalb, IL 60115-2051",60115-2051,IL,2559,DeKalb,122,192,100,6851154,1075707,3271791,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Photo Lab', 'Starbucks']",41.9,-88.7
1372,2707 Schofield Ave,,Schofield,Marathon,"2707 Schofield Ave, Schofield, WI 54476-2430",54476-2430,WI,364,Wausau,146,196,100,5532832,2086449,2951777,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",44.89,-89.55
1373,660 N Edwards Blvd,,Lake Geneva,Walworth,"660 N Edwards Blvd, Lake Geneva, WI 53147-4595",53147-4595,WI,2348,Lake Geneva,150,196,100,5957595,2439074,2566844,"['CVS pharmacy', 'Cafe-Pizza', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.6,-88.4
1374,2553 Sun Valley Dr,,Delafield,Waukesha,"2553 Sun Valley Dr, Delafield, WI 53018-2333",53018-2333,WI,864,Delafield,110,196,100,7154759,2492554,3180249,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks', 'Wine, Beer, & Spirits Available']",43.05,-88.39
1375,750 S Randall Rd,,Algonquin,McHenry,"750 S Randall Rd, Algonquin, IL 60102-5915",60102-5915,IL,1801,Algonquin,150,196,100,8142470,2084296,2441266,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",42.16,-88.31
1376,485 N Rolling Meadows Dr,,Fond Du Lac,Fond Du Lac,"485 N Rolling Meadows Dr, Fond Du Lac, WI 54937-9784",54937-9784,WI,808,Fond du Lac,128,196,100,8786720,2010984,3124059,"['CVS pharmacy', 'CafÈ', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",43.8,-88.4
1377,1900 S Koeller St,,Oshkosh,Winnebago,"1900 S Koeller St, Oshkosh, WI 54902-6153",54902-6153,WI,807,Oshkosh,128,196,100,6221165,1177561,2337493,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",44.0,-88.5
1378,5580 Northwest Hwy,,Crystal Lake,McHenry,"5580 Northwest Hwy, Crystal Lake, IL 60014-8016",60014-8016,IL,1166,Crystal Lake,150,196,100,6883632,1021261,2360174,"['Accepts WIC', 'CVS pharmacy', 'CafÈ', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Wine, Beer, & Spirits Available']",42.23,-88.31
1379,1250 W Sunset Dr,,Waukesha,Waukesha,"1250 W Sunset Dr, Waukesha, WI 53189-8423",53189-8423,WI,2546,Waukesha South,110,196,100,5049489,1441971,2687773,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Starbucks']",42.9,-88.3
1380,300 S Randall Rd,,Elgin,Kane,"300 S Randall Rd, Elgin, IL 60123-5525",60123-5525,IL,834,Elgin,122,192,100,5714974,1498692,2188939,"['CVS pharmacy', 'CafÈ', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",42.03,-88.31
1381,1652 N Beecher Rd,,Yorkville,Kendall,"1652 N Beecher Rd, Yorkville, IL 60560-5602",60560-5602,IL,2378,Yorkville,115,192,100,6946188,1255760,3919073,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.6,-88.4
1382,530 Randall Rd,,South Elgin,Kane,"530 Randall Rd, South Elgin, IL 60177-3315",60177-3315,IL,1896,South Elgin,122,192,100,8839213,2179113,3936815,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'Cafe-Pizza', 'Deli', 'Fresh Grocery', 'MinuteClinic', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.99,-88.31
1383,1800 Orchard Gateway Blvd,,North Aurora,Kane,"1800 Orchard Gateway Blvd, North Aurora, IL 60542-6500",60542-6500,IL,2177,North Aurora,115,192,100,8244108,1451394,3829145,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Starbucks']",41.8,-88.35
1384,115 N Randall Rd,,Batavia,Kane,"115 N Randall Rd, Batavia, IL 60510-9209",60510-9209,IL,839,Batavia,115,192,100,6890304,1006173,3835990,"['Accepts WIC', 'CVS pharmacy', 'Cafe-Pizza', 'Fresh Grocery', 'Mobile Kiosk', 'Photo Lab', 'Starbucks', 'Wine, Beer, & Spirits Available']",41.84,-88.34
1385,2401 Kossow Rd,,Waukesha,Waukesha,"2401 Kossow Rd, Waukesha, WI 53186-2904",53186-2904,WI,82,Waukesha,110,196,100,7691004,2060265,3629547,"['Accepts WIC', 'CVS pharmacy', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Photo Lab', 'Starbucks']",43.03,-88.21
1386,3885 E Main St,,St Charles,Kane,"3885 E Main St, St Charles, IL 60174-2400",60174-2400,IL,1323,St Charles,122,192,100,6712702,2284416,3193608,"['Accepts WIC', 'Bakery', 'CVS pharmacy', 'CafÈ', 'Deli', 'Fresh Grocery', 'Mobile Kiosk', 'Optical', 'Starbucks', 'Super Target', 'Wine, Beer, & Spirits Available']",41.93,-88.3
